repo,files,totalLOC,sourceLOC,testLOC,functions,avgFunctionLength,medianFunctionLength,maxNesting,avgComplexity,maxComplexity,longFunctions,deepNesting,emptyCatches,consoleLogs,duplicationPct,framework,totalCommits
SlugSync,61,9252,8194,1058,772,15.5,5,5,2.2,44,39,2,0,11,1.1,React,1
